"Monto","Fecha","Actividad","Direccion","Empleado","Sexo","Nivel_Estudio","Rango_Etareo","Descuento"
"3871,00","2023-11-22","Cardio y Acondicionamiento Físico","Bv. Roca 111","MANUEL JESUS RANGEL","m","Educacion Superior","Adultez",",00"
"6189,00","2023-11-26","Cardio y Acondicionamiento Físico","Bv. Roca 111","IGOR ORTEGA","m","Licenciatura","Adultez",",00"
"3435,00","2023-11-28","Cardio y Acondicionamiento Físico","Bv. Roca 111","ELIA GASPAR","m","Ingenieria","Adultez",",00"
"5006,00","2023-11-29","Cardio y Acondicionamiento Físico","Bv. Roca 111","VERONICA PAREJA","m","Educacion Superior","Adultez",",00"
"6045,00","2023-11-29","Actividades Acuáticas","Bv. Roca 111","SAID AMARO","m","Licenciatura","Adultez",",00"
"6268,00","2023-11-30","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","NURIA GUILLEN","m","Maestria","Adultez",",00"
"5863,00","2023-11-30","Bienestar y Relajación","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Secundaria","Adultez",",00"
"4346,00","2023-12-03","Grupos Específicos","Bv. Roca 111","MARTA FALCON","f","Doctorado","Adultez",",00"
"3563,00","2023-12-04","Grupos Específicos","Bv. Roca 111","YOUSSEF DE ANDRES","m","Ingenieria","Juventud",",00"
"3751,00","2023-12-06","Bienestar y Relajación","Bv. Roca 111","MANUEL JESUS RANGEL","f","Tecnicatura Universitaria","Adultez",",00"
"6056,00","2023-12-07","Bienestar y Cuidado Corporal","Bv. Roca 111","MANUEL JESUS RANGEL","m","Educacion Superior","Adultez",",00"
"4707,00","2023-12-09","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Educacion Primaria","Adultez",",00"
"3717,00","2023-12-10","Baile","Bv. Roca 111","ROSA ANA MANRIQUE","f","Ingenieria","Adultez",",00"
"5845,00","2023-12-12","Actividades Acuáticas","Bv. Roca 111","ARTURO RAYA","m","Educacion Superior","Adultez",",00"
"3537,00","2023-12-14","Actividades Acuáticas","Bv. Roca 111","JUAN DIEGO PICON","f","Doctorado","Juventud",",00"
"5761,00","2023-12-14","Entrenamiento Especializado","Bv. Roca 111","FERRAN ESTEVE","f","Ingenieria","Adultez","1152,20"
"3588,00","2023-12-15","Deportes","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Educacion Primaria","Juventud",",00"
"6044,00","2023-12-18","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN ALBERTO MORA","m","Maestria","Adultez",",00"
"7019,00","2023-12-19","Cardio y Acondicionamiento Físico","Bv. Roca 111","OLGA PRADO","f","Educacion Primaria","Adultez",",00"
"6712,00","2023-12-19","Grupos Específicos","Bv. Roca 111","LUIS MANUEL MATO","f","Maestria","Adultez",",00"
"4607,00","2023-12-20","Deportes","Bv. Roca 111","SAID AMARO","f","Maestria","Adultez",",00"
"3941,00","2023-12-21","Deportes","Bv. Roca 111","JUAN DIEGO PICON","m","Tecnicatura Universitaria","Adultez",",00"
"5037,00","2023-12-21","Entrenamiento Especializado","Bv. Roca 111","FERRAN ESTEVE","f","Maestria","Adultez",",00"
"5527,00","2023-12-25","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LETICIA TORNERO","f","Ingenieria","Adultez",",00"
"3409,00","2023-12-25","Bienestar y Relajación","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Primaria","Adultez",",00"
"6472,00","2023-12-25","Baile","Bv. Roca 111","ELIA GASPAR","m","Doctorado","Adultez",",00"
"3432,00","2023-12-26","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","f","Maestria","Adultez","686,40"
"6580,00","2023-12-27","Grupos Específicos","Bv. Roca 111","JUAN ALBERTO MORA","f","Tecnicatura Universitaria","Adultez","1645,00"
"4692,00","2023-12-28","Bienestar y Relajación","Bv. Roca 111","JOAN MONTALBAN","f","Educacion Superior","Adultez",",00"
"7321,00","2023-12-31","Deportes","Bv. Roca 111","OLGA PRADO","f","Educacion Superior","Adultez",",00"
"3438,00","2023-12-31","Entrenamiento Especializado","Bv. Roca 111","ROSANA LEAL","m","Educacion Primaria","Adultez",",00"
"11105,00","2024-01-01","Actividades Acuáticas","Bv. Roca 111","MARTA FALCON","f","Tecnicatura Universitaria","Adultez","2221,00"
"8409,00","2024-01-03","Actividades Acuáticas","Bv. Roca 111","ROSANA LEAL","m","Licenciatura","Adultez","1681,80"
"7839,00","2024-01-03","Entrenamiento Especializado","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Ingenieria","Adultez",",00"
"11346,00","2024-01-04","Actividades Acuáticas","Bv. Roca 111","ROSA ANA MANRIQUE","m","Ingenieria","Adultez","2269,20"
"9090,00","2024-01-04","Grupos Específicos","Bv. Roca 111","ABDELAZIZ SANTANA","m","Ingenieria","Adultez","2272,50"
"6604,00","2024-01-06","Baile","Bv. Roca 111","NURIA GUILLEN","m","Doctorado","Adultez",",00"
"10077,00","2024-01-07","Actividades Acuáticas","Bv. Roca 111","BERTA VALLE","m","Educacion Primaria","Adultez",",00"
"10807,00","2024-01-08","Actividades Acuáticas","Bv. Roca 111","JUAN ALBERTO MORA","f","Educacion Primaria","Juventud",",00"
"11558,00","2024-01-09","Grupos Específicos","Bv. Roca 111","IGNACIO VEIGA","m","Educacion Primaria","Adultez","2889,50"
"13072,00","2024-01-10","Bienestar y Cuidado Corporal","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Licenciatura","Juventud","3921,60"
"8641,00","2024-01-11","Baile","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Educacion Secundaria","Adultez",",00"
"13717,00","2024-01-12","Baile","Bv. Roca 111","ARTURO RAYA","m","Educacion Secundaria","Adultez",",00"
"8401,00","2024-01-12","Deportes","Bv. Roca 111","ROSA ANA MANRIQUE","f","Licenciatura","Adultez",",00"
"12289,00","2024-01-14","Actividades Acuáticas","Bv. Roca 111","SUSANA SEBASTIAN","f","Doctorado","Adultez",",00"
"14591,00","2024-01-15","Bienestar y Cuidado Corporal","Bv. Roca 111","CARLOS PUENTE","f","Licenciatura","Adultez","2188,65"
"12526,00","2024-01-16","Baile","Bv. Roca 111","JON SIMO","m","Educacion Superior","Adultez",",00"
"14134,00","2024-01-19","Bienestar y Relajación","Bv. Roca 111","LUIS MANUEL MATO","f","Maestria","Adultez",",00"
"10370,00","2024-01-19","Baile","Bv. Roca 111","MARTA FALCON","f","Maestria","Adultez",",00"
"13405,00","2024-01-21","Actividades al Aire Libre","Bv. Roca 111","SORAYA SEBASTIAN","m","Doctorado","Adultez",",00"
"13091,00","2024-01-22","Entrenamiento Especializado","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Secundaria","Adultez",",00"
"7347,00","2024-01-23","Baile","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Maestria","Adultez",",00"
"12795,00","2024-01-27","Cardio y Acondicionamiento Físico","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Educacion Superior","Adultez",",00"
"10171,00","2024-01-27","Baile","Bv. Roca 111","ELIA GASPAR","f","Ingenieria","Adultez",",00"
"12415,00","2024-01-27","Baile","Bv. Roca 111","MARTA FALCON","m","Doctorado","Adultez",",00"
"13665,00","2024-01-31","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","OLGA PRADO","f","Licenciatura","Adultez",",00"
"12515,00","2024-02-01","Baile","Bv. Roca 111","MARTA FALCON","f","Maestria","Juventud",",00"
"12443,00","2024-02-03","Grupos Específicos","Bv. Roca 111","JOAN MONTALBAN","f","Educacion Superior","Adultez",",00"
"11518,00","2024-02-04","Actividades al Aire Libre","Bv. Roca 111","LUIS MANUEL MATO","f","Tecnicatura Universitaria","Adultez",",00"
"7328,00","2024-02-05","Cardio y Acondicionamiento Físico","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Tecnicatura Universitaria","Adultez",",00"
"14862,00","2024-02-05","Actividades Acuáticas","Bv. Roca 111","JUAN ALBERTO MORA","f","Licenciatura","Adultez","2229,30"
"14521,00","2024-02-07","Bienestar y Relajación","Bv. Roca 111","FERRAN ESTEVE","m","Ingenieria","Adultez",",00"
"7428,00","2024-02-07","Actividades al Aire Libre","Bv. Roca 111","ELIA GASPAR","m","Educacion Secundaria","Juventud",",00"
"8329,00","2024-02-07","Actividades al Aire Libre","Bv. Roca 111","IGOR ORTEGA","f","Educacion Superior","Adultez",",00"
"8350,00","2024-02-08","Cardio y Acondicionamiento Físico","Bv. Roca 111","BERTA VALLE","f","Maestria","Juventud",",00"
"6851,00","2024-02-08","Entrenamiento Especializado","Bv. Roca 111","BELEN GRANADO","f","Maestria","Juventud",",00"
"14180,00","2024-02-08","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Maestria","Adultez",",00"
"14392,00","2024-02-08","Actividades al Aire Libre","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Ingenieria","Adultez",",00"
"13856,00","2024-02-09","Deportes","Bv. Roca 111","JOAN MONTALBAN","m","Licenciatura","Juventud",",00"
"10080,00","2024-02-10","Bienestar y Relajación","Bv. Roca 111","MARIAN HUETE","f","Tecnicatura Universitaria","Adultez",",00"
"10673,00","2024-02-10","Bienestar y Relajación","Bv. Roca 111","VERONICA PAREJA","f","Doctorado","Adultez",",00"
"7960,00","2024-02-10","Grupos Específicos","Bv. Roca 111","ELIA GASPAR","m","Educacion Superior","Adultez",",00"
"8924,00","2024-02-12","Entrenamiento Especializado","Bv. Roca 111","IGOR ORTEGA","m","Educacion Primaria","Adultez",",00"
"9709,00","2024-02-14","Grupos Específicos","Bv. Roca 111","MANUEL JESUS RANGEL","m","Tecnicatura Universitaria","Adultez",",00"
"11875,00","2024-02-19","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Primaria","Adultez",",00"
"9232,00","2024-02-21","Actividades Acuáticas","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Educacion Secundaria","Adultez","1384,80"
"13459,00","2024-02-21","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","f","Doctorado","Adultez",",00"
"9109,00","2024-02-21","Grupos Específicos","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Educacion Primaria","Adultez",",00"
"9744,00","2024-02-23","Bienestar y Relajación","Bv. Roca 111","IGNACIO VEIGA","m","Educacion Superior","Adultez",",00"
"12794,00","2024-02-23","Deportes","Bv. Roca 111","SAID AMARO","f","Ingenieria","Adultez",",00"
"9086,00","2024-02-24","Cardio y Acondicionamiento Físico","Bv. Roca 111","ARTURO RAYA","f","Educacion Primaria","Adultez",",00"
"9048,00","2024-02-28","Actividades al Aire Libre","Bv. Roca 111","ARTURO RAYA","m","Educacion Primaria","Adultez",",00"
"9157,00","2024-03-01","Entrenamiento Especializado","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Tecnicatura Universitaria","Adultez",",00"
"12415,00","2024-03-01","Entrenamiento Especializado","Bv. Roca 111","JUAN MANUEL RINCON","f","Licenciatura","Juventud",",00"
"7239,00","2024-03-02","Entrenamiento Especializado","Bv. Roca 111","VERONICA PAREJA","f","Maestria","Adultez",",00"
"7537,00","2024-03-02","Actividades al Aire Libre","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Maestria","Juventud",",00"
"10827,00","2024-03-03","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARTA FALCON","f","Educacion Superior","Adultez",",00"
"9875,00","2024-03-03","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN DIEGO PICON","f","Doctorado","Adultez",",00"
"13465,00","2024-03-03","Deportes","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Tecnicatura Universitaria","Adultez",",00"
"14117,00","2024-03-06","Grupos Específicos","Bv. Roca 111","SAID AMARO","m","Tecnicatura Universitaria","Adultez",",00"
"7128,00","2024-03-07","Baile","Bv. Roca 111","JUAN MANUEL RINCON","m","Educacion Secundaria","Adultez",",00"
"9521,00","2024-03-07","Deportes","Bv. Roca 111","ROSANA LEAL","m","Educacion Secundaria","Adultez",",00"
"8029,00","2024-03-08","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","m","Educacion Superior","Adultez",",00"
"11478,00","2024-03-09","Entrenamiento Especializado","Bv. Roca 111","IGOR ORTEGA","m","Tecnicatura Universitaria","Juventud",",00"
"11193,00","2024-03-09","Bienestar y Cuidado Corporal","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Secundaria","Adultez","1678,95"
"8886,00","2024-03-10","Actividades Acuáticas","Bv. Roca 111","IGNACIO VEIGA","m","Tecnicatura Universitaria","Adultez",",00"
"10025,00","2024-03-11","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN DIEGO PICON","m","Licenciatura","Adultez",",00"
"13902,00","2024-03-12","Cardio y Acondicionamiento Físico","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Doctorado","Adultez",",00"
"9614,00","2024-03-12","Bienestar y Cuidado Corporal","Bv. Roca 111","LUIS MANUEL MATO","f","Educacion Superior","Adultez","1442,10"
"13447,00","2024-03-14","Bienestar y Relajación","Bv. Roca 111","MARIAN HUETE","f","Educacion Superior","Adultez",",00"
"11334,00","2024-03-14","Baile","Bv. Roca 111","IGNACIO VEIGA","m","Ingenieria","Adultez",",00"
"14595,00","2024-03-15","Deportes","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Maestria","Juventud",",00"
"8566,00","2024-03-15","Actividades al Aire Libre","Bv. Roca 111","IGNACIO VEIGA","f","Tecnicatura Universitaria","Adultez",",00"
"12847,00","2024-03-17","Actividades al Aire Libre","Bv. Roca 111","JON SIMO","m","Educacion Primaria","Adultez",",00"
"14873,00","2024-03-17","Actividades al Aire Libre","Bv. Roca 111","ABDELAZIZ SANTANA","m","Ingenieria","Adultez",",00"
"13267,00","2024-03-20","Baile","Bv. Roca 111","MARTA FALCON","m","Educacion Primaria","Adultez",",00"
"8854,00","2024-03-21","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","BELEN GRANADO","m","Educacion Primaria","Adultez",",00"
"13300,00","2024-03-21","Grupos Específicos","Bv. Roca 111","JUAN ALBERTO MORA","m","Maestria","Adultez",",00"
"12983,00","2024-03-22","Cardio y Acondicionamiento Físico","Bv. Roca 111","SAID AMARO","f","Educacion Secundaria","Adultez",",00"
"14701,00","2024-03-23","Cardio y Acondicionamiento Físico","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Superior","Juventud",",00"
"9936,00","2024-03-23","Baile","Bv. Roca 111","BERTA VALLE","m","Tecnicatura Universitaria","Adultez",",00"
"12141,00","2024-03-25","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SORAYA SEBASTIAN","m","Educacion Superior","Adultez",",00"
"7498,00","2024-03-29","Cardio y Acondicionamiento Físico","Bv. Roca 111","BERTA VALLE","f","Maestria","Adultez",",00"
"12522,00","2024-04-02","Bienestar y Cuidado Corporal","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Maestria","Adultez",",00"
"10077,00","2024-04-07","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","m","Educacion Superior","Adultez",",00"
"9485,00","2024-04-08","Bienestar y Cuidado Corporal","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Maestria","Adultez",",00"
"9669,00","2024-04-09","Actividades Acuáticas","Bv. Roca 111","ELIA GASPAR","m","Educacion Secundaria","Adultez",",00"
"13180,00","2024-04-10","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","NURIA GUILLEN","f","Licenciatura","Adultez",",00"
"7592,00","2024-04-11","Grupos Específicos","Bv. Roca 111","SUSANA SEBASTIAN","f","Educacion Superior","Adultez",",00"
"14292,00","2024-04-12","Bienestar y Cuidado Corporal","Bv. Roca 111","CARLOS PUENTE","f","Doctorado","Adultez",",00"
"7993,00","2024-04-15","Cardio y Acondicionamiento Físico","Bv. Roca 111","MARIAN HUETE","m","Ingenieria","Adultez",",00"
"12144,00","2024-04-15","Actividades Acuáticas","Bv. Roca 111","JOAN MONTALBAN","f","Doctorado","Adultez",",00"
"6563,00","2024-04-17","Actividades Acuáticas","Bv. Roca 111","ARTURO RAYA","m","Ingenieria","Adultez",",00"
"8949,00","2024-04-18","Baile","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Maestria","Juventud",",00"
"8042,00","2024-04-19","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Superior","Adultez",",00"
"14140,00","2024-04-19","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN MANUEL RINCON","m","Maestria","Adultez",",00"
"8172,00","2024-04-21","Bienestar y Relajación","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Tecnicatura Universitaria","Adultez",",00"
"12613,00","2024-04-24","Bienestar y Cuidado Corporal","Bv. Roca 111","VERONICA PAREJA","f","Doctorado","Juventud",",00"
"10611,00","2024-04-25","Cardio y Acondicionamiento Físico","Bv. Roca 111","ABDELAZIZ SANTANA","f","Doctorado","Adultez",",00"
"6587,00","2024-04-26","Actividades Acuáticas","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Educacion Primaria","Adultez",",00"
"7030,00","2024-04-26","Bienestar y Cuidado Corporal","Bv. Roca 111","MARTA FALCON","m","Educacion Superior","Adultez",",00"
"14806,00","2024-04-28","Grupos Específicos","Bv. Roca 111","MARIAN HUETE","f","Licenciatura","Adultez","2961,20"
"7548,00","2024-04-29","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Secundaria","Adultez","1509,60"
"13074,00","2024-05-01","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SAID AMARO","m","Licenciatura","Adultez",",00"
"11994,00","2024-05-01","Grupos Específicos","Bv. Roca 111","JUAN DIEGO PICON","f","Maestria","Adultez",",00"
"12523,00","2024-05-02","Cardio y Acondicionamiento Físico","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Licenciatura","Adultez",",00"
"7423,00","2024-05-03","Baile","Bv. Roca 111","MANUEL JESUS RANGEL","m","Educacion Secundaria","Adultez",",00"
"11384,00","2024-05-04","Cardio y Acondicionamiento Físico","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Tecnicatura Universitaria","Adultez",",00"
"13472,00","2024-05-05","Bienestar y Relajación","Bv. Roca 111","MARIAN HUETE","f","Educacion Primaria","Adultez",",00"
"7244,00","2024-05-09","Grupos Específicos","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Educacion Superior","Adultez",",00"
"9782,00","2024-05-09","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSANA LEAL","m","Tecnicatura Universitaria","Adultez","2445,50"
"11632,00","2024-05-10","Cardio y Acondicionamiento Físico","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Primaria","Adultez",",00"
"11053,00","2024-05-10","Actividades Acuáticas","Bv. Roca 111","ROSA ANA MANRIQUE","f","Tecnicatura Universitaria","Adultez",",00"
"9653,00","2024-05-10","Actividades Acuáticas","Bv. Roca 111","CARLOS PUENTE","m","Ingenieria","Adultez",",00"
"13123,00","2024-05-12","Baile","Bv. Roca 111","MARIAN HUETE","m","Educacion Superior","Adultez",",00"
"9238,00","2024-05-13","Actividades Acuáticas","Bv. Roca 111","OLGA PRADO","f","Educacion Secundaria","Adultez",",00"
"14627,00","2024-05-16","Bienestar y Relajación","Bv. Roca 111","SORAYA SEBASTIAN","f","Ingenieria","Adultez","731,35"
"14126,00","2024-05-16","Entrenamiento Especializado","Bv. Roca 111","MANUEL JESUS RANGEL","m","Ingenieria","Juventud","2825,20"
"7980,00","2024-05-18","Grupos Específicos","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Primaria","Juventud",",00"
"14692,00","2024-05-20","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SUSANA SEBASTIAN","m","Tecnicatura Universitaria","Adultez",",00"
"13797,00","2024-05-20","Actividades al Aire Libre","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Maestria","Adultez",",00"
"14424,00","2024-05-21","Bienestar y Cuidado Corporal","Bv. Roca 111","LILIANA RUA","m","Educacion Secundaria","Adultez","1442,40"
"9923,00","2024-05-22","Actividades al Aire Libre","Bv. Roca 111","SUSANA SEBASTIAN","f","Tecnicatura Universitaria","Adultez",",00"
"11059,00","2024-05-23","Cardio y Acondicionamiento Físico","Bv. Roca 111","SORAYA SEBASTIAN","f","Ingenieria","Adultez","552,95"
"6781,00","2024-05-24","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Licenciatura","Juventud","339,05"
"13332,00","2024-05-25","Actividades al Aire Libre","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Superior","Adultez",",00"
"8695,00","2024-05-27","Actividades al Aire Libre","Bv. Roca 111","BERTA VALLE","f","Maestria","Adultez",",00"
"13466,00","2024-05-28","Entrenamiento Especializado","Bv. Roca 111","ROSANA LEAL","f","Maestria","Adultez",",00"
"14593,00","2024-06-01","Actividades al Aire Libre","Bv. Roca 111","SORAYA SEBASTIAN","f","Educacion Secundaria","Adultez",",00"
"12558,00","2024-06-02","Actividades al Aire Libre","Bv. Roca 111","CARLOS PUENTE","m","Educacion Secundaria","Adultez",",00"
